,train_loss,val_loss,train_ssim,val_ssim,LearningRate
0,0.002704753540456295,0.0040749716757249735,0.8848447203636169,0.8615008266199202,0.0001
1,0.004599992651492357,0.002573300866291873,0.7753745913505554,0.9321284095446268,0.0001
2,0.003545499173924327,0.00363983929855749,0.8517668843269348,0.8772772730342926,0.0001
3,0.0024079917930066586,0.0054378990520028364,0.9852484464645386,0.705973420587797,0.0001
4,0.003036945126950741,0.006151674796701483,0.8262178301811218,0.6261651818714444,0.0001
5,0.008153465576469898,0.005418681666173692,0.45936867594718933,0.6930443866858407,0.0001
6,0.003749801777303219,0.004306079781917293,0.8390300869941711,0.8075268639931603,0.0001
7,0.005359511822462082,0.0030948714388253553,0.6943047642707825,0.9202987594263894,0.0001
8,0.0026959413662552834,0.0031093034564354826,0.9162440896034241,0.9134145790622348,0.0001
9,0.002919420599937439,0.004295618254839192,0.8800250887870789,0.8326587454667167,0.0001
10,0.0054299491457641125,0.00491326621785346,0.8840029239654541,0.792824620765353,0.0001
11,0.0042317453771829605,0.00495358522877925,0.8554035425186157,0.7876277939667777,0.0001
12,0.005371604580432177,0.004665335232857615,0.958387553691864,0.8052509105394757,0.0001
13,0.004449398256838322,0.003916017699151462,0.8044977784156799,0.8538508736898028,0.0001
14,0.0030180970206856728,0.003150200085078795,0.8395119905471802,0.9012185581146724,0.0001
15,0.0035267998464405537,0.0027788056509702335,0.9541882276535034,0.9234710468186272,0.0001
16,0.0031864799093455076,0.002687011268876848,0.9211994409561157,0.9345490364801317,0.0001
17,0.0025179286021739244,0.0031320457060318736,0.9227005243301392,0.916192216532571,0.0001
18,0.003475497243925929,0.0032848113397550252,0.9018517732620239,0.9106455241876935,0.0001
19,0.0033419551327824593,0.003055798368425005,0.8917859792709351,0.9229613126270355,0.0001
20,0.0025320565328001976,0.002583006010686476,0.979353666305542,0.9371750506143721,0.0001
21,0.002607549075037241,0.0023607849744000722,0.95854651927948,0.9346179157968552,0.0001
22,0.0026527871377766132,0.0027477628891430204,0.9688540697097778,0.9087557163503435,0.0001
23,0.0023276638239622116,0.0031425992049099434,0.9496856331825256,0.8891705728712536,0.0001
24,0.0028044353239238262,0.003350614535895782,0.9825441241264343,0.8806016653303116,0.0001
25,0.002357505727559328,0.0032222988508966944,0.8596799373626709,0.886551853210207,0.0001
26,0.0037743598222732544,0.0026904006455359714,0.8249866962432861,0.9110710857406495,0.0001
27,0.0026664449833333492,0.0022523320669914403,0.970607340335846,0.9318794049913921,0.0001
28,0.0024053400848060846,0.002145408323803355,0.975496768951416,0.9429492340201423,0.0001
29,0.001720317406579852,0.0022707131953673466,0.9855347275733948,0.944703325392708,0.0001
30,0.0017223440809175372,0.0022959922808074643,0.9736958742141724,0.9451547553614964,0.0001
31,0.0021148486994206905,0.0022140246269012256,0.9262447953224182,0.9455816329471649,0.0001
32,0.0019206871511414647,0.002076915869977148,0.9237928986549377,0.9488091601265801,0.0001
33,0.0021178789902478456,0.0020587799889552924,0.9821779131889343,0.9440258348745013,0.0001
34,0.002098793163895607,0.0021420178402747425,0.9111061692237854,0.9387845070589156,0.0001
35,0.001273942762054503,0.0021870716988656017,0.9891774654388428,0.9365524895607479,0.0001
36,0.0018578215967863798,0.00207713402305094,0.9026052355766296,0.9458140886965252,0.0001
37,0.0013725636526942253,0.002064279272287552,0.9287692904472351,0.9510579733621507,0.0001
38,0.0017048034351319075,0.0021428624740875667,0.928568422794342,0.9509079858424172,0.0001
39,0.0012685717083513737,0.00226272951020667,0.9950672388076782,0.9485539775046091,0.0001
40,0.0027174213901162148,0.002397136212999208,0.9800825715065002,0.9451484571373652,0.0001
41,0.004883531481027603,0.0022989437880275385,0.7582208514213562,0.9481434117233942,0.0001
42,0.0018287665443494916,0.002083316304913116,0.9407997131347656,0.9535087186192709,0.0001
43,0.0021129287779331207,0.0020940754274349836,0.9348675012588501,0.9509321943161979,0.0001
44,0.0018887112382799387,0.0022304692288993727,0.9722416400909424,0.9440796351622022,0.0001
45,0.0012726506683975458,0.0024711586542368407,0.996565580368042,0.9325841783531128,0.0001
46,0.0020701736211776733,0.002476579534621643,0.9577521085739136,0.9335513673131428,0.0001
47,0.0037555950693786144,0.002198576061461594,0.9634483456611633,0.9465068105667357,0.0001
48,0.001989358104765415,0.0021872740407060417,0.854228675365448,0.9523579028863756,0.0001
49,0.002069646492600441,0.002630459398792554,0.9792708158493042,0.933995058612218,0.0001
50,0.0024594715796411037,0.0026857514435144527,0.9089083075523376,0.9308323396576775,0.0001
51,0.002766470890492201,0.0025656824720846046,0.93849778175354,0.9362657808122181,0.0001
52,0.0032075466588139534,0.0021671795910815634,0.8824063539505005,0.9517965047132402,0.0001
53,0.0015577238518744707,0.002073223922505147,0.9256366491317749,0.9487169238310011,0.0001
54,0.0017833294114097953,0.0024149753439742776,0.9782211780548096,0.9283092532839093,0.0001
55,0.0021904432214796543,0.002635638529826547,0.8834720849990845,0.9178159795110188,0.0001
56,0.0022026747465133667,0.0026237648654921304,0.9150587320327759,0.9196698339212508,0.0001
57,0.002773539163172245,0.002245221911589541,0.9624150991439819,0.9367292859251537,0.0001
58,0.0018681582296267152,0.0020118249766898177,0.9516658782958984,0.9514452573798952,0.0001
59,0.004490533843636513,0.0020687766613379593,0.9707919359207153,0.9525509784145961,0.0001
60,0.001491127535700798,0.002293992319166483,0.9810922145843506,0.9469281047109573,0.0001
61,0.0018926607444882393,0.002293012079058422,0.9765015244483948,0.9460832041407389,0.0001
62,0.0020989582408219576,0.002103121821872062,0.9680935144424438,0.9499841493273539,0.0001
63,0.00207921932451427,0.0019599158170869545,0.9805985689163208,0.9484720055073027,0.0001
64,0.0015094971749931574,0.0019075559380109467,0.9025801420211792,0.9454893905019003,0.0001
65,0.0021767353173345327,0.002038858511248633,0.8639269471168518,0.9367510756802937,0.0001
66,0.0030353907495737076,0.0020736363228587877,0.8309973478317261,0.93612659403256,0.0001
67,0.001747434027493,0.0020175260299491503,0.9088506102561951,0.940187940048793,0.0001
68,0.0015539689920842648,0.0019904917848872997,0.9854564666748047,0.9469032845799885,0.0001
69,0.0013359287986531854,0.0020987113932191973,0.9963277578353882,0.9473074551612611,0.0001
70,0.00122017168905586,0.002174915586938224,0.9938967227935791,0.947763823327564,0.0001
71,0.0014073813799768686,0.0020565949786927494,0.988859236240387,0.9493743573862409,0.0001
72,0.00226464937441051,0.0019267192461513102,0.9730717539787292,0.9480589708638569,0.0001
73,0.0015238897176459432,0.002037862867360846,0.9114726781845093,0.9405454619536324,0.0001
74,0.0026986226439476013,0.00210630959029206,0.9757784605026245,0.9358604328026847,0.0001
75,0.0018485387554392219,0.0019625963879719615,0.9841634631156921,0.942283253348063,0.0001
76,0.0011245433706790209,0.0019351844722035503,0.9960358142852783,0.9451817695110564,0.0001
77,0.0016426475485786796,0.0019739211891733463,0.9936109781265259,0.9488354164456564,0.0001
78,0.0012324689887464046,0.002083653354987739,0.9907854795455933,0.9498730812753949,0.0001
79,0.0024095620028674603,0.002182029725407206,0.9306960105895996,0.9477862616380056,0.0001
80,0.0014289107639342546,0.002200300128953088,0.9782285690307617,0.9481545648877583,0.0001
81,0.0010752214584499598,0.002181089987667898,0.9991875290870667,0.9469493022040715,0.0001
82,0.0025817949790507555,0.001959086167589126,0.898036003112793,0.9490792827000694,0.0001
83,0.0016127857379615307,0.0020115438105893276,0.8990291357040405,0.9422068974328419,0.0001
84,0.0015959532465785742,0.0021454986639409548,0.9191300868988037,0.9376758710732536,0.0001
85,0.0016071603167802095,0.002101543253206367,0.9764858484268188,0.9398469466065603,0.0001
86,0.001740224426612258,0.001961137396320405,0.9079321026802063,0.947374416249139,0.0001
87,0.0018531973473727703,0.00194093354955493,0.8939856290817261,0.9518250184399741,0.0001
88,0.0015202525537461042,0.0020546711619115537,0.9058991074562073,0.9519724987802052,0.0001
89,0.0014505709987133741,0.002225206931129039,0.9773129820823669,0.9478082297340272,0.0001
90,0.00123505387455225,0.0023852438057979774,0.9937326312065125,0.9428382515907288,0.0001
91,0.0037526534870266914,0.002334981421304364,0.8902890682220459,0.9454252369820125,0.0001
92,0.0011099393013864756,0.002257088070831424,0.9982584714889526,0.9476895251917461,0.0001
93,0.0024570648092776537,0.0021028342741792874,0.8838849067687988,0.9530224653463515,0.0001
94,0.0023319320753216743,0.0020722001569256896,0.8474028706550598,0.9527807207334609,0.0001
95,0.0017739315517246723,0.002088705184943383,0.8955289721488953,0.9515906562880864,0.0001
96,0.002777081448584795,0.0021398165614329397,0.9611899256706238,0.9459580779075623,0.0001
97,0.002125467173755169,0.002210799840256749,0.8641651272773743,0.9428101172522892,0.0001
98,0.0017221607267856598,0.002142526711972933,0.9088249206542969,0.9473687065026116,0.0001
99,0.0014633864630013704,0.002044688600728968,0.9066247344017029,0.9529854210596236,0.0001
100,0.0020821120124310255,0.00216500520233124,0.9655157327651978,0.9528604566104828,0.0001
101,0.001375686377286911,0.002369691218648638,0.9215371608734131,0.9456558435682266,0.0001
102,0.0014000828377902508,0.002289443930965804,0.9839065074920654,0.9489785905868288,0.0001
103,0.001366400858387351,0.0020901499083265662,0.986988365650177,0.9521792001194425,0.0001
104,0.007342829369008541,0.0021422841606499065,0.7604689002037048,0.9408803340934572,0.0001
105,0.00181742780841887,0.0024714465437841323,0.9127761125564575,0.92380029483447,0.0001
106,0.0022530443966388702,0.0024283657336444963,0.9542696475982666,0.9250351323021783,0.0001
107,0.0023453650064766407,0.0020384685171487196,0.9442607164382935,0.9429223447565048,0.0001
108,0.001735195517539978,0.0020568615254310386,0.8901805281639099,0.9492467178238763,0.0001
109,0.0017421443480998278,0.002461321805308144,0.9910776019096375,0.9392879453916398,0.0001
110,0.0024905898608267307,0.0027313182243175567,0.8454184532165527,0.9269593608757806,0.0001
111,0.003229210153222084,0.0024100581566537066,0.9511168003082275,0.9396078955559504,0.0001
112,0.004040638916194439,0.002096169801901967,0.9774816036224365,0.9464629207338605,0.0001
113,0.0026438827626407146,0.0020434040250995804,0.9619760513305664,0.9351816125332363,0.0001
114,0.003758377395570278,0.0024999139141217465,0.8645968437194824,0.9126529986896212,0.0001
115,0.0021025408059358597,0.0027710051231441043,0.8253485560417175,0.9009672067468129,0.0001
116,0.0026701686438173056,0.0026342276565080123,0.9343180060386658,0.9076036834527575,0.0001
117,0.0024997894652187824,0.0022203370065812674,0.9311807751655579,0.929062261940941,0.0001
118,0.0022978379856795073,0.002042961419589581,0.8816311359405518,0.9438803153378623,0.0001
119,0.0020952881313860416,0.002319172400766836,0.9415231347084045,0.9426740564051128,0.0001
120,0.0014057101216167212,0.002485968315759526,0.9906350374221802,0.9388364969737946,0.0001
121,0.0017988141626119614,0.0024337387571687855,0.9661069512367249,0.9385931548618135,0.0001
122,0.0018518043216317892,0.002170806867070496,0.986007809638977,0.9438509340324099,0.0001
123,0.0014566427562385798,0.002041017790029328,0.9589667916297913,0.9400659539396801,0.0001
124,0.0019188669975847006,0.0022042071343296105,0.9865800738334656,0.9300438908357469,0.0001
125,0.0019776844419538975,0.0023378903842678975,0.9300822019577026,0.9246712752750942,0.0001
126,0.0019116279436275363,0.0023190167645687266,0.9845283627510071,0.927518609970335,0.0001
127,0.002855386584997177,0.002265017997983488,0.9466887712478638,0.9316876606335716,0.0001
128,0.0022291047498583794,0.002272996454617925,0.9743288159370422,0.9348042872216966,0.0001
129,0.0023212721571326256,0.0022479252804750724,0.9661315679550171,0.9322990642653571,0.0001
130,0.0022718296386301517,0.002226620016338688,0.9139528870582581,0.9321343756857372,0.0001
131,0.00152244430501014,0.0022029338713129244,0.9779416918754578,0.9345372210419367,0.0001
132,0.0012813587673008442,0.0022858730027644288,0.9801836609840393,0.9343159667083195,0.0001
133,0.001703102607280016,0.002414118531825287,0.9927978515625,0.9358274236557975,0.0001
134,0.0019876924343407154,0.002471068381546213,0.9445677399635315,0.9346003920312912,0.0001
135,0.002675092313438654,0.002421623640065451,0.9099332690238953,0.9337378995759147,0.0001
136,0.0050956690683960915,0.0023015125955839363,0.8537300229072571,0.9314599585911584,0.0001
137,0.0016810462111607194,0.002223620972862201,0.988162100315094,0.9307938525601039,0.0001
138,0.0021217321045696735,0.0021253847637184202,0.8773466944694519,0.9342065429876721,0.0001
139,0.0024814829230308533,0.0020480292529562517,0.8643361926078796,0.9405443772437081,0.0001
140,0.0031155142933130264,0.002082276198687771,0.8418501019477844,0.9423028164439731,0.0001
141,0.0010804603807628155,0.0021415900730986205,0.9983600378036499,0.9453784709885007,0.0001
142,0.0013584719272330403,0.0022384462894738783,0.9582911133766174,0.9449765388927762,0.0001
143,0.002067939145490527,0.002190319882217972,0.9164028167724609,0.9462914533085294,0.0001
144,0.0020978255197405815,0.0021516026906846534,0.9331839084625244,0.9460850329626174,0.0001
145,0.0020221390295773745,0.0021364599806330507,0.9231584668159485,0.9459814609043182,0.0001
146,0.001411711797118187,0.0020955312001104984,0.9106533527374268,0.9460879725123209,0.0001
147,0.00263399095274508,0.0021990619180354454,0.9702026844024658,0.936343390790243,0.0001
148,0.0017604161985218525,0.0022149751422971134,0.8890020847320557,0.9329359701701573,0.0001
149,0.002049618400633335,0.002146280910228453,0.8590787649154663,0.9363910532186902,0.0001
150,0.0018213794101029634,0.0020541038358628397,0.9555928111076355,0.9468249688072811,0.0001
151,0.001339019276201725,0.0022259242666353074,0.8898646235466003,0.9448828115349724,0.0001
152,0.0018140446627512574,0.002394805835109086,0.9595016241073608,0.938531871352877,0.0001
153,0.0017868733266368508,0.0023547750657483464,0.950156569480896,0.9388263263399639,0.0001
154,0.0026027229614555836,0.0021010241415795115,0.9583271145820618,0.9427156741656955,0.0001
155,0.0037839889992028475,0.002172773195770643,0.9748507142066956,0.9281353676129901,0.0001
156,0.0015292358584702015,0.0023271345490929744,0.8784729838371277,0.9180579237521641,0.0001
157,0.0018048323690891266,0.0022054528789816515,0.9759502410888672,0.9237540118278019,0.0001
158,0.0015866553876549006,0.002063545803095968,0.8590326309204102,0.9330021379485963,0.0001
159,0.0016479261685162783,0.002071108754968182,0.9816415309906006,0.9404488693154047,0.0001
160,0.0012793142814189196,0.0022337945179998994,0.9817101955413818,0.9387220499061403,0.0001
161,0.001965178642421961,0.0023072316719677357,0.9465910792350769,0.9387335077164665,0.0001
162,0.004177626222372055,0.002305313948512314,0.954724133014679,0.9394954040883079,0.0001
163,0.0010596633655950427,0.0023181063773494866,0.9991110563278198,0.9388621033184112,0.0001
164,0.0021780570968985558,0.0020340807174169828,0.9125376343727112,0.9410705500178866,0.0001
165,0.0015822830609977245,0.0020667604717706876,0.9863053560256958,0.9307620705120148,0.0001
166,0.0015762981493026018,0.002310208539249346,0.8874796628952026,0.9209794454158299,0.0001
167,0.0019702035933732986,0.00224346773041087,0.9621595740318298,0.9250238968266381,0.0001
168,0.0023459498770534992,0.0019816936405804304,0.8554884791374207,0.9396264699716417,0.0001
169,0.0022731604985892773,0.00205280641297115,0.9045865535736084,0.9462533370843009,0.0001
170,0.0017795657040551305,0.002109909686075139,0.9157570004463196,0.94679327805837,0.0001
171,0.0012103896588087082,0.0021196867917693913,0.9914908409118652,0.9472454961330171,0.0001
172,0.0016422250773757696,0.0019717079287927064,0.944351851940155,0.9490045422599429,0.0001
173,0.0019763889722526073,0.0020342460013039057,0.9140647053718567,0.9435963010977185,0.0001
174,0.0019712336361408234,0.0022330371577972694,0.9798222184181213,0.9364065575221229,0.0001
175,0.002157533308491111,0.00230073750883873,0.9030115008354187,0.9334387121692537,0.0001
176,0.0013314933748915792,0.0022501181302932165,0.991275429725647,0.9365178110107543,0.0001
177,0.0048111360520124435,0.0019890100848565383,0.831012487411499,0.9495169719060262,0.0001
178,0.002389616798609495,0.002335850432116006,0.9695345163345337,0.9426228408775632,0.0001
179,0.0017909373855218291,0.0028877006280088116,0.9398916959762573,0.9175375297902122,0.0001
180,0.0024490095674991608,0.0028662767412791414,0.8830321431159973,0.9180651605129242,0.0001
181,0.001582559198141098,0.002618466447558372,0.983707070350647,0.930926919929565,0.0001
182,0.0023855390027165413,0.0022276082050262224,0.9513727426528931,0.9474949316372947,0.0001
183,0.0018633885774761438,0.002155174205582293,0.9751596450805664,0.9472890231344435,0.0001
184,0.0028799129649996758,0.0024875357658380552,0.9517164826393127,0.9287984229269481,0.0001
185,0.001805461011826992,0.0029534497538522358,0.9816412925720215,0.9047605040527525,0.0001
186,0.0033959243446588516,0.00294522016627034,0.9563689827919006,0.9044981806997269,0.0001
187,0.003162465523928404,0.00258096837760171,0.927510678768158,0.923328068048235,0.0001
188,0.0026639914140105247,0.0022984681307293827,0.8221645355224609,0.9400650612891667,0.0001
189,0.002108398824930191,0.0024114083027511482,0.9056335687637329,0.9404484393104674,0.0001
190,0.0020241173915565014,0.0029800679776743645,0.9872834086418152,0.9152445570817069,0.0001
191,0.0014755083248019218,0.003462961276194879,0.9821442365646362,0.8861802717049917,0.0001
192,0.002624443732202053,0.0036590080163145943,0.9804862141609192,0.8744467804356227,0.0001
193,0.005237697623670101,0.003133973282288819,0.8005112409591675,0.9096465881854768,0.0001
194,0.0027235429733991623,0.002314869571284997,0.8894352316856384,0.9451036874264006,0.0001
195,0.0029311482794582844,0.002130203621668948,0.9434276223182678,0.9375725218227932,0.0001
196,0.001875745365396142,0.002967007125594786,0.9688866138458252,0.898864839285139,0.0001
197,0.0037691649049520493,0.0032909150856236615,0.7771202921867371,0.8850688371393416,0.0001
198,0.003144522663205862,0.003192799104865463,0.8749486207962036,0.8900851914806972,0.0001
199,0.0037153284065425396,0.002550978446379304,0.8062801957130432,0.921589134704499,0.0001
200,0.002587968949228525,0.001997040872025998,0.9644193053245544,0.9473757620841737,0.0001
201,0.002213062485679984,0.0021206437395737757,0.9783410429954529,0.9512948857413398,0.0001
202,0.0015061108861118555,0.002508098051683711,0.9265273809432983,0.9406254542252374,0.0001
203,0.002455838955938816,0.002732875544415225,0.9658250212669373,0.9298023269290016,0.0001
204,0.008456237614154816,0.0025802364097982054,0.924956738948822,0.9365228736211383,0.0001
205,0.0028331936337053776,0.0023838804447136467,0.9633060097694397,0.9431714155371227,0.0001
206,0.002544588642194867,0.0021735970984168703,0.9635297656059265,0.9484098392819601,0.0001
207,0.0018595585133880377,0.002180171868992999,0.9778359532356262,0.9444525364845519,0.0001
208,0.001921996590681374,0.0022370285199334226,0.8731056451797485,0.9404846879224928,0.0001
209,0.001963395159691572,0.002229782308281828,0.8730934858322144,0.9373463217228178,0.0001
210,0.0019466591766104102,0.0021626490356755398,0.9759406447410583,0.938784534969027,0.0001
211,0.0014892069157212973,0.0020812458260768343,0.988565981388092,0.9416113377563538,0.0001
212,0.002051557879894972,0.0020243642714968513,0.8916764259338379,0.9437081733393291,0.0001
213,0.002203988842666149,0.001998213283340668,0.9269881844520569,0.947981813124248,0.0001
214,0.0017534636426717043,0.0020281490491008357,0.9680359363555908,0.9481967181440384,0.0001
215,0.0014917135704308748,0.0020476466687839655,0.952333927154541,0.9501743250423007,0.0001
216,0.0013889633119106293,0.0020947738380600062,0.9328394532203674,0.950544484077938,0.0001
217,0.0019075230229645967,0.0021254975867960307,0.9714828729629517,0.9485500033885713,0.0001
218,0.001167033682577312,0.0021110681257033278,0.9975150227546692,0.9490503006511264,0.0001
219,0.0029287924990057945,0.002062800049316138,0.9369471669197083,0.947565359728677,0.0001
220,0.001863401848822832,0.0020469825378515655,0.9327318072319031,0.947024973611983,0.0001
221,0.0016901559429243207,0.0020414311484995462,0.9218525290489197,0.9462900450305333,0.0001
222,0.0015644954983144999,0.002065461658362654,0.9749623537063599,0.942554142266985,0.0001
223,0.001328356214798987,0.002050483732351235,0.9952901601791382,0.9454105335568624,0.0001
224,0.0014310810947790742,0.002089504415856763,0.9360933303833008,0.9446419028062669,0.0001
225,0.001721126027405262,0.002099513613049769,0.9930616617202759,0.9457000337895893,0.0001
226,0.0014425099361687899,0.0020885473959857508,0.9948804378509521,0.9443977626543196,0.0001
227,0.0018060647416859865,0.002096292178427416,0.9255242347717285,0.9427276083401271,0.0001
228,0.0011729703983291984,0.0020884558334872717,0.9933362007141113,0.9425905796270522,0.0001
229,0.001742849126458168,0.0020769143436429284,0.9079464077949524,0.942371804562826,0.0001
